gene,dataset,method,metric,value,seed
CDKN1A,Norman,GEARS,top_DE_Pearson,0.5115826899342464,2
CDKN1A,Norman,mean,top_DE_Pearson,0.3677431395310192,2
CDKN1A,Norman,OpPert,top_DE_Pearson,0.5874899359250896,3
CDKN1A,Norman,descriptor-only,top_DE_Pearson,0.3745809794778391,3
CDKN1A,Norman,linear,top_DE_Pearson,0.49864890022911895,3
CDKN1A,Norman,GEARS,top_DE_Pearson,0.4459555919113883,3
CDKN1A,Norman,mean,top_DE_Pearson,0.3591086840077949,3
CDKN1A,Norman,OpPert,top_DE_Pearson,0.5263519423435598,4
CDKN1A,Norman,descriptor-only,top_DE_Pearson,0.4800724996268529,4
CDKN1A,Norman,linear,top_DE_Pearson,0.46708620790038763,4
CDKN1A,Norman,GEARS,top_DE_Pearson,0.30561818375072203,4
CDKN1A,Norman,mean,top_DE_Pearson,0.35073350270231085,4
CDKN1B,Norman,OpPert,top_DE_Pearson,0.5785291771379558,0
CDKN1B,Norman,descriptor-only,top_DE_Pearson,0.4767557009003072,0
CDKN1B,Norman,linear,top_DE_Pearson,0.45384484322748525,0
CDKN1B,Norman,GEARS,top_DE_Pearson,0.5885297015158244,0
CDKN1B,Norman,mean,top_DE_Pearson,0.3586823877472997,0
CDKN1B,Norman,OpPert,top_DE_Pearson,0.5662603980115865,1
CDKN1B,Norman,descriptor-only,top_DE_Pearson,0.5126695136430341,1
CDKN1B,Norman,linear,top_DE_Pearson,0.48175557998179597,1
CDKN1B,Norman,GEARS,top_DE_Pearson,0.4361189347951478,1
CDKN1B,Norman,mean,top_DE_Pearson,0.1936997551732227,1
CDKN1B,Norman,OpPert,top_DE_Pearson,0.5113727458789151,2
CDKN1B,Norman,descriptor-only,top_DE_Pearson,0.495656731552867,2
CDKN1B,Norman,linear,top_DE_Pearson,0.43881422011493165,2
CDKN1B,Norman,GEARS,top_DE_Pearson,0.5380707023369038,2
CDKN1B,Norman,mean,top_DE_Pearson,0.3489236905552164,2
CDKN1B,Norman,OpPert,top_DE_Pearson,0.6172839642157311,3
CDKN1B,Norman,descriptor-only,top_DE_Pearson,0.43228699757276035,3
CDKN1B,Norman,linear,top_DE_Pearson,0.4880568895940613,3
CDKN1B,Norman,GEARS,top_DE_Pearson,0.5203531038721215,3
CDKN1B,Norman,mean,top_DE_Pearson,0.4300961123578716,3
CDKN1B,Norman,OpPert,top_DE_Pearson,0.43760176161994335,4
CDKN1B,Norman,descriptor-only,top_DE_Pearson,0.42249550352681053,4
CDKN1B,Norman,linear,top_DE_Pearson,0.5109109663233102,4
CDKN1B,Norman,GEARS,top_DE_Pearson,0.5827537887867189,4
CDKN1B,Norman,mean,top_DE_Pearson,0.35440429075852486,4
SPI1,Norman,OpPert,top_DE_Pearson,0.5224377501347108,0
SPI1,Norman,descriptor-only,top_DE_Pearson,0.4954271021204667,0
SPI1,Norman,linear,top_DE_Pearson,0.512122160513901,0
SPI1,Norman,GEARS,top_DE_Pearson,0.46842029927996154,0
SPI1,Norman,mean,top_DE_Pearson,0.3598184387306528,0
SPI1,Norman,OpPert,top_DE_Pearson,0.6108316357447182,1
SPI1,Norman,descriptor-only,top_DE_Pearson,0.5634275395964671,1
SPI1,Norman,linear,top_DE_Pearson,0.5045562975541176,1
SPI1,Norman,GEARS,top_DE_Pearson,0.49264833379993556,1
SPI1,Norman,mean,top_DE_Pearson,0.33675548943772554,1
SPI1,Norman,OpPert,top_DE_Pearson,0.5734437934316174,2
SPI1,Norman,descriptor-only,top_DE_Pearson,0.443059629451233,2
SPI1,Norman,linear,top_DE_Pearson,0.4713784299413433,2
SPI1,Norman,GEARS,top_DE_Pearson,0.4265274241281475,2
SPI1,Norman,mean,top_DE_Pearson,0.41782343178946957,2
SPI1,Norman,OpPert,top_DE_Pearson,0.47158891637107936,3
SPI1,Norman,descriptor-only,top_DE_Pearson,0.42407329437281926,3
SPI1,Norman,linear,top_DE_Pearson,0.46585559565110884,3
SPI1,Norman,GEARS,top_DE_Pearson,0.6094592127933183,3
SPI1,Norman,mean,top_DE_Pearson,0.31463902090886037,3
SPI1,Norman,OpPert,top_DE_Pearson,0.5000390511623762,4
SPI1,Norman,descriptor-only,top_DE_Pearson,0.4169509849599724,4
SPI1,Norman,linear,top_DE_Pearson,0.5595338300566788,4
SPI1,Norman,GEARS,top_DE_Pearson,0.32125918038963874,4
SPI1,Norman,mean,top_DE_Pearson,0.2798357192710848,4
JUN,Norman,OpPert,top_DE_Pearson,0.7038773225495731,0
JUN,Norman,descriptor-only,top_DE_Pearson,0.4854529244094982,0
JUN,Norman,linear,top_DE_Pearson,0.39364090303964683,0
JUN,Norman,GEARS,top_DE_Pearson,0.4874849210695137,0
JUN,Norman,mean,top_DE_Pearson,0.3440472739640717,0
JUN,Norman,OpPert,top_DE_Pearson,0.5907675147543364,1
JUN,Norman,descriptor-only,top_DE_Pearson,0.5603701201693538,1
JUN,Norman,linear,top_DE_Pearson,0.48331310087675294,1
JUN,Norman,GEARS,top_DE_Pearson,0.45761270181922237,1
JUN,Norman,mean,top_DE_Pearson,0.3872250665258923,1
JUN,Norman,OpPert,top_DE_Pearson,0.49810483818822837,2
JUN,Norman,descriptor-only,top_DE_Pearson,0.38799975024065825,2
JUN,Norman,linear,top_DE_Pearson,0.35440546768261333,2
JUN,Norman,GEARS,top_DE_Pearson,0.39609229632997595,2
JUN,Norman,mean,top_DE_Pearson,0.2862132906325437,2
JUN,Norman,OpPert,top_DE_Pearson,0.4693326139379478,3
JUN,Norman,descriptor-only,top_DE_Pearson,0.46879419164248304,3
JUN,Norman,linear,top_DE_Pearson,0.3880358904505579,3
JUN,Norman,GEARS,top_DE_Pearson,0.30138002187851537,3
JUN,Norman,mean,top_DE_Pearson,0.2773652935246321,3
JUN,Norman,OpPert,top_DE_Pearson,0.5116884211367149,4
JUN,Norman,descriptor-only,top_DE_Pearson,0.4136730307276821,4
JUN,Norman,linear,top_DE_Pearson,0.551171480758551,4
JUN,Norman,GEARS,top_DE_Pearson,0.45318744644265097,4
JUN,Norman,mean,top_DE_Pearson,0.3928554077919519,4
FOS,Norman,OpPert,top_DE_Pearson,0.5388610440191484,0
FOS,Norman,descriptor-only,top_DE_Pearson,0.4474617164596441,0
FOS,Norman,linear,top_DE_Pearson,0.4098771826691178,0
FOS,Norman,GEARS,top_DE_Pearson,0.486473040905154,0
FOS,Norman,mean,top_DE_Pearson,0.294094232386155,0
FOS,Norman,OpPert,top_DE_Pearson,0.5502014588552743,1
FOS,Norman,descriptor-only,top_DE_Pearson,0.4358250220425787,1
FOS,Norman,linear,top_DE_Pearson,0.403322324008504,1
FOS,Norman,GEARS,top_DE_Pearson,0.5495136603820358,1
FOS,Norman,mean,top_DE_Pearson,0.3656104288012855,1
FOS,Norman,OpPert,top_DE_Pearson,0.5131162359514652,2
FOS,Norman,descriptor-only,top_DE_Pearson,0.4587295828221186,2
FOS,Norman,linear,top_DE_Pearson,0.4549706487098822,2
FOS,Norman,GEARS,top_DE_Pearson,0.43794454376420355,2
FOS,Norman,mean,top_DE_Pearson,0.34422977374126984,2
FOS,Norman,OpPert,top_DE_Pearson,0.5027392947115575,3
FOS,Norman,descriptor-only,top_DE_Pearson,0.39330396986279403,3
FOS,Norman,linear,top_DE_Pearson,0.3626339601840085,3
FOS,Norman,GEARS,top_DE_Pearson,0.46848355878768216,3
FOS,Norman,mean,top_DE_Pearson,0.37401823957502345,3
FOS,Norman,OpPert,top_DE_Pearson,0.49832043879726845,4
FOS,Norman,descriptor-only,top_DE_Pearson,0.6012425215294782,4
FOS,Norman,linear,top_DE_Pearson,0.5131411392191639,4
FOS,Norman,GEARS,top_DE_Pearson,0.5682598079596287,4
FOS,Norman,mean,top_DE_Pearson,0.38771458072442555,4
KLF1,Norman,OpPert,top_DE_Pearson,0.6511718984963144,0
KLF1,Norman,descriptor-only,top_DE_Pearson,0.40277988099164747,0
KLF1,Norman,linear,top_DE_Pearson,0.3063557568604828,0
KLF1,Norman,GEARS,top_DE_Pearson,0.463232463498827,0
KLF1,Norman,mean,top_DE_Pearson,0.3734931145328523,0
KLF1,Norman,OpPert,top_DE_Pearson,0.5490910183048787,1
KLF1,Norman,descriptor-only,top_DE_Pearson,0.466528356658067,1
KLF1,Norman,linear,top_DE_Pearson,0.5392546001601923,1
KLF1,Norman,GEARS,top_DE_Pearson,0.51292345446775,1
KLF1,Norman,mean,top_DE_Pearson,0.3879347756554613,1
KLF1,Norman,OpPert,top_DE_Pearson,0.4836262354888345,2
KLF1,Norman,descriptor-only,top_DE_Pearson,0.3842763786470378,2
KLF1,Norman,linear,top_DE_Pearson,0.5568468353814693,2
KLF1,Norman,GEARS,top_DE_Pearson,0.49605409210882406,2
KLF1,Norman,mean,top_DE_Pearson,0.30260624899323196,2
KLF1,Norman,OpPert,top_DE_Pearson,0.5027163303871729,3
KLF1,Norman,descriptor-only,top_DE_Pearson,0.41105261270170457,3
KLF1,Norman,linear,top_DE_Pearson,0.4174624587372495,3
KLF1,Norman,GEARS,top_DE_Pearson,0.4130111318437804,3
KLF1,Norman,mean,top_DE_Pearson,0.24997477586676953,3
KLF1,Norman,OpPert,top_DE_Pearson,0.5282997373407349,4
KLF1,Norman,descriptor-only,top_DE_Pearson,0.41442444778077603,4
KLF1,Norman,linear,top_DE_Pearson,0.5264295571265978,4
KLF1,Norman,GEARS,top_DE_Pearson,0.507584599196015,4
KLF1,Norman,mean,top_DE_Pearson,0.355919060804679,4
ELK1,Norman,OpPert,top_DE_Pearson,0.495412775546733,0
ELK1,Norman,descriptor-only,top_DE_Pearson,0.44273829505320145,0
ELK1,Norman,linear,top_DE_Pearson,0.48166006621788643,0
ELK1,Norman,GEARS,top_DE_Pearson,0.5329717443827605,0
ELK1,Norman,mean,top_DE_Pearson,0.3343664904088981,0
ELK1,Norman,OpPert,top_DE_Pearson,0.6047474267594526,1
ELK1,Norman,descriptor-only,top_DE_Pearson,0.45047935853447657,1
ELK1,Norman,linear,top_DE_Pearson,0.5075708271110608,1
ELK1,Norman,GEARS,top_DE_Pearson,0.46060886748465096,1
ELK1,Norman,mean,top_DE_Pearson,0.23124469800588154,1
ELK1,Norman,OpPert,top_DE_Pearson,0.5561015392811114,2
ELK1,Norman,descriptor-only,top_DE_Pearson,0.49351944378879753,2
ELK1,Norman,linear,top_DE_Pearson,0.4945208399084542,2
ELK1,Norman,GEARS,top_DE_Pearson,0.5153311996862464,2
ELK1,Norman,mean,top_DE_Pearson,0.3190847820427008,2
ELK1,Norman,OpPert,top_DE_Pearson,0.4915952249132645,3
ELK1,Norman,descriptor-only,top_DE_Pearson,0.4831036961426268,3
ELK1,Norman,linear,top_DE_Pearson,0.4855868449718965,3
ELK1,Norman,GEARS,top_DE_Pearson,0.45634605454937044,3
ELK1,Norman,mean,top_DE_Pearson,0.40656545135152344,3
ELK1,Norman,OpPert,top_DE_Pearson,0.487028069127144,4
ELK1,Norman,descriptor-only,top_DE_Pearson,0.41498859727253756,4
ELK1,Norman,linear,top_DE_Pearson,0.5581855127404999,4
ELK1,Norman,GEARS,top_DE_Pearson,0.5421149162640347,4
ELK1,Norman,mean,top_DE_Pearson,0.31851944164653867,4
FOXA1,Norman,OpPert,top_DE_Pearson,0.5572428425786131,0
FOXA1,Norman,descriptor-only,top_DE_Pearson,0.4592875346714303,0
FOXA1,Norman,linear,top_DE_Pearson,0.29526316810135733,0
FOXA1,Norman,GEARS,top_DE_Pearson,0.4356115630315971,0
FOXA1,Norman,mean,top_DE_Pearson,0.3369492029734431,0
FOXA1,Norman,OpPert,top_DE_Pearson,0.5186033114064417,1
FOXA1,Norman,descriptor-only,top_DE_Pearson,0.46482615388982523,1
FOXA1,Norman,linear,top_DE_Pearson,0.5277689387768753,1
FOXA1,Norman,GEARS,top_DE_Pearson,0.47070785292076434,1
FOXA1,Norman,mean,top_DE_Pearson,0.2765407122326281,1
FOXA1,Norman,OpPert,top_DE_Pearson,0.5594910995106628,2
FOXA1,Norman,descriptor-only,top_DE_Pearson,0.4304025999859318,2
FOXA1,Norman,linear,top_DE_Pearson,0.4506361899506859,2
FOXA1,Norman,GEARS,top_DE_Pearson,0.4724935768508153,2
FOXA1,Norman,mean,top_DE_Pearson,0.47451026800065915,2
FOXA1,Norman,OpPert,top_DE_Pearson,0.40555774434012337,3
FOXA1,Norman,descriptor-only,top_DE_Pearson,0.4266999658120412,3
FOXA1,Norman,linear,top_DE_Pearson,0.4597786584610965,3
FOXA1,Norman,GEARS,top_DE_Pearson,0.44313145046303326,3
FOXA1,Norman,mean,top_DE_Pearson,0.393989549927697,3
FOXA1,Norman,OpPert,top_DE_Pearson,0.5887954607231785,4
FOXA1,Norman,descriptor-only,top_DE_Pearson,0.44713472289068756,4
FOXA1,Norman,linear,top_DE_Pearson,0.4437595746793784,4
FOXA1,Norman,GEARS,top_DE_Pearson,0.4832825899461012,4
FOXA1,Norman,mean,top_DE_Pearson,0.33371280078113136,4
MAPK1,Norman,OpPert,top_DE_Pearson,0.5352976183124543,0
MAPK1,Norman,descriptor-only,top_DE_Pearson,0.43872005390899205,0
MAPK1,Norman,linear,top_DE_Pearson,0.4751469588755436,0
MAPK1,Norman,GEARS,top_DE_Pearson,0.5351927238896719,0
MAPK1,Norman,mean,top_DE_Pearson,0.26618439114408543,0
MAPK1,Norman,OpPert,top_DE_Pearson,0.4769601660460111,1
MAPK1,Norman,descriptor-only,top_DE_Pearson,0.3450889182309886,1
MAPK1,Norman,linear,top_DE_Pearson,0.511983844021456,1
MAPK1,Norman,GEARS,top_DE_Pearson,0.5050193975914278,1
MAPK1,Norman,mean,top_DE_Pearson,0.37031605095596626,1
MAPK1,Norman,OpPert,top_DE_Pearson,0.45423010569819194,2
MAPK1,Norman,descriptor-only,top_DE_Pearson,0.5570968873728083,2
MAPK1,Norman,linear,top_DE_Pearson,0.42346894551127856,2
MAPK1,Norman,GEARS,top_DE_Pearson,0.5000923484266754,2
MAPK1,Norman,mean,top_DE_Pearson,0.39126307964070234,2
MAPK1,Norman,OpPert,top_DE_Pearson,0.4807812146522357,3
MAPK1,Norman,descriptor-only,top_DE_Pearson,0.41722053848924,3
MAPK1,Norman,linear,top_DE_Pearson,0.4707503064760525,3
MAPK1,Norman,GEARS,top_DE_Pearson,0.6614483845278823,3
MAPK1,Norman,mean,top_DE_Pearson,0.3580674845711215,3
MAPK1,Norman,OpPert,top_DE_Pearson,0.6363816690378431,4
MAPK1,Norman,descriptor-only,top_DE_Pearson,0.5223403887115173,4
MAPK1,Norman,linear,top_DE_Pearson,0.48208060218967114,4
MAPK1,Norman,GEARS,top_DE_Pearson,0.43064825370215926,4
MAPK1,Norman,mean,top_DE_Pearson,0.40358521664909414,4
STAT3,Norman,OpPert,top_DE_Pearson,0.4501133795011172,0
STAT3,Norman,descriptor-only,top_DE_Pearson,0.5460525074206255,0
STAT3,Norman,linear,top_DE_Pearson,0.4720003184930953,0
STAT3,Norman,GEARS,top_DE_Pearson,0.33098658716210944,0
STAT3,Norman,mean,top_DE_Pearson,0.3195696342980897,0
STAT3,Norman,OpPert,top_DE_Pearson,0.5792368692553764,1
STAT3,Norman,descriptor-only,top_DE_Pearson,0.435778567617614,1
STAT3,Norman,linear,top_DE_Pearson,0.5029003486596144,1
STAT3,Norman,GEARS,top_DE_Pearson,0.4389985499372623,1
STAT3,Norman,mean,top_DE_Pearson,0.2616410576327436,1
STAT3,Norman,OpPert,top_DE_Pearson,0.5357132758171437,2
STAT3,Norman,descriptor-only,top_DE_Pearson,0.4518939400373949,2
STAT3,Norman,linear,top_DE_Pearson,0.43909693893626073,2
STAT3,Norman,GEARS,top_DE_Pearson,0.5636374687985315,2
STAT3,Norman,mean,top_DE_Pearson,0.28898755749165655,2
STAT3,Norman,OpPert,top_DE_Pearson,0.558789936439941,3
STAT3,Norman,descriptor-only,top_DE_Pearson,0.45407819826981755,3
STAT3,Norman,linear,top_DE_Pearson,0.36659704287183503,3
STAT3,Norman,GEARS,top_DE_Pearson,0.41085818897988924,3
STAT3,Norman,mean,top_DE_Pearson,0.3407146609749179,3
STAT3,Norman,OpPert,top_DE_Pearson,0.6588719999212178,4
STAT3,Norman,descriptor-only,top_DE_Pearson,0.48475618871392867,4
STAT3,Norman,linear,top_DE_Pearson,0.35646191049132203,4
STAT3,Norman,GEARS,top_DE_Pearson,0.3033707160928397,4
STAT3,Norman,mean,top_DE_Pearson,0.3839832155802628,4
CEBPA,K562,OpPert,top_DE_Pearson,0.534227191024308,0
CEBPA,K562,descriptor-only,top_DE_Pearson,0.5184759581706222,0
CEBPA,K562,linear,top_DE_Pearson,0.4071569247573135,0
CEBPA,K562,GEARS,top_DE_Pearson,0.5110127498715116,0
CEBPA,K562,mean,top_DE_Pearson,0.39077040778167177,0
CEBPA,K562,OpPert,top_DE_Pearson,0.5131521817076111,1
CEBPA,K562,descriptor-only,top_DE_Pearson,0.4244348657861361,1
CEBPA,K562,linear,top_DE_Pearson,0.4615157698659034,1
CEBPA,K562,GEARS,top_DE_Pearson,0.5225605807936198,1
CEBPA,K562,mean,top_DE_Pearson,0.33913995972928535,1
CEBPA,K562,OpPert,top_DE_Pearson,0.5984397802655692,2
CEBPA,K562,descriptor-only,top_DE_Pearson,0.4222838886439782,2
CEBPA,K562,linear,top_DE_Pearson,0.38029628767221346,2
CEBPA,K562,GEARS,top_DE_Pearson,0.6086185220867908,2
CEBPA,K562,mean,top_DE_Pearson,0.30372197580745325,2
CEBPA,K562,OpPert,top_DE_Pearson,0.5058934749769352,3
CEBPA,K562,descriptor-only,top_DE_Pearson,0.44605180073566897,3
CEBPA,K562,linear,top_DE_Pearson,0.46403086657923887,3
CEBPA,K562,GEARS,top_DE_Pearson,0.46679898145070303,3
CEBPA,K562,mean,top_DE_Pearson,0.3389539661830595,3
CEBPA,K562,OpPert,top_DE_Pearson,0.5376142661143096,4
CEBPA,K562,descriptor-only,top_DE_Pearson,0.4604891596212484,4
CEBPA,K562,linear,top_DE_Pearson,0.31855075246076103,4
CEBPA,K562,GEARS,top_DE_Pearson,0.6028525784204709,4
CEBPA,K562,mean,top_DE_Pearson,0.33116270118792657,4
CEBPE,K562,OpPert,top_DE_Pearson,0.5748373571668192,0
CEBPE,K562,descriptor-only,top_DE_Pearson,0.36731391950795855,0
CEBPE,K562,linear,top_DE_Pearson,0.431739984325045,0
CEBPE,K562,GEARS,top_DE_Pearson,0.4496610480207751,0
CEBPE,K562,mean,top_DE_Pearson,0.4281834258705127,0
CEBPE,K562,OpPert,top_DE_Pearson,0.504851183589847,1
CEBPE,K562,descriptor-only,top_DE_Pearson,0.4954847992164055,1
CEBPE,K562,linear,top_DE_Pearson,0.4209747728396083,1
CEBPE,K562,GEARS,top_DE_Pearson,0.4628428636207633,1
CEBPE,K562,mean,top_DE_Pearson,0.3252669900879589,1
CEBPE,K562,OpPert,top_DE_Pearson,0.6170307076097581,2
CEBPE,K562,descriptor-only,top_DE_Pearson,0.3366088404581929,2
CEBPE,K562,linear,top_DE_Pearson,0.38106018668353403,2
CEBPE,K562,GEARS,top_DE_Pearson,0.373161690058611,2
CEBPE,K562,mean,top_DE_Pearson,0.274749872814313,2
CEBPE,K562,OpPert,top_DE_Pearson,0.4913039969284736,3
CEBPE,K562,descriptor-only,top_DE_Pearson,0.35313112475457664,3
CEBPE,K562,linear,top_DE_Pearson,0.4159511352031199,3
CEBPE,K562,GEARS,top_DE_Pearson,0.3691171311439951,3
CEBPE,K562,mean,top_DE_Pearson,0.27892067657393915,3
CEBPE,K562,OpPert,top_DE_Pearson,0.612025223994612,4
CEBPE,K562,descriptor-only,top_DE_Pearson,0.4742152842168662,4
CEBPE,K562,linear,top_DE_Pearson,0.47124806033035166,4
CEBPE,K562,GEARS,top_DE_Pearson,0.42983328662325315,4
CEBPE,K562,mean,top_DE_Pearson,0.2478349024573166,4
CDKN1A,K562,OpPert,top_DE_Pearson,0.47165063546794317,0
CDKN1A,K562,descriptor-only,top_DE_Pearson,0.4474074103862391,0
CDKN1A,K562,linear,top_DE_Pearson,0.5120906067836001,0
CDKN1A,K562,GEARS,top_DE_Pearson,0.5441420450281192,0
CDKN1A,K562,mean,top_DE_Pearson,0.377836741749,0
CDKN1A,K562,OpPert,top_DE_Pearson,0.4957465881559234,1
CDKN1A,K562,descriptor-only,top_DE_Pearson,0.4514729899442393,1
CDKN1A,K562,linear,top_DE_Pearson,0.44071944819776526,1
CDKN1A,K562,GEARS,top_DE_Pearson,0.47792861419031496,1
CDKN1A,K562,mean,top_DE_Pearson,0.4622276738175888,1
CDKN1A,K562,OpPert,top_DE_Pearson,0.4342799857797833,2
CDKN1A,K562,descriptor-only,top_DE_Pearson,0.4359193910446644,2
CDKN1A,K562,linear,top_DE_Pearson,0.5327049344317694,2
CDKN1A,K562,GEARS,top_DE_Pearson,0.4020465102979877,2
CDKN1A,K562,mean,top_DE_Pearson,0.301375154484025,2
CDKN1A,K562,OpPert,top_DE_Pearson,0.5082576901459417,3
CDKN1A,K562,descriptor-only,top_DE_Pearson,0.4366026166767609,3
CDKN1A,K562,linear,top_DE_Pearson,0.364242570423627,3
CDKN1A,K562,GEARS,top_DE_Pearson,0.5257171636202823,3
CDKN1A,K562,mean,top_DE_Pearson,0.37997723695078867,3
CDKN1A,K562,OpPert,top_DE_Pearson,0.5705025195010769,4
CDKN1A,K562,descriptor-only,top_DE_Pearson,0.3977775795425351,4
CDKN1A,K562,linear,top_DE_Pearson,0.4651906474472377,4
CDKN1A,K562,GEARS,top_DE_Pearson,0.43603358562585476,4
CDKN1A,K562,mean,top_DE_Pearson,0.3200442003537093,4
CDKN1B,K562,OpPert,top_DE_Pearson,0.6692080756302528,0
CDKN1B,K562,descriptor-only,top_DE_Pearson,0.4557417226557754,0
CDKN1B,K562,linear,top_DE_Pearson,0.3887484054407696,0
CDKN1B,K562,GEARS,top_DE_Pearson,0.5008201204398348,0
CDKN1B,K562,mean,top_DE_Pearson,0.25889224443620146,0
CDKN1B,K562,OpPert,top_DE_Pearson,0.46805937644909934,1
CDKN1B,K562,descriptor-only,top_DE_Pearson,0.3875326118430725,1
CDKN1B,K562,linear,top_DE_Pearson,0.433341432868259,1
CDKN1B,K562,GEARS,top_DE_Pearson,0.546218139735352,1
CDKN1B,K562,mean,top_DE_Pearson,0.3747038918810104,1
CDKN1B,K562,OpPert,top_DE_Pearson,0.5713797196948397,2
CDKN1B,K562,descriptor-only,top_DE_Pearson,0.3840645260645675,2
CDKN1B,K562,linear,top_DE_Pearson,0.4275211386738611,2
CDKN1B,K562,GEARS,top_DE_Pearson,0.5063200664129913,2
CDKN1B,K562,mean,top_DE_Pearson,0.30230080087669525,2
CDKN1B,K562,OpPert,top_DE_Pearson,0.5232980135819342,3
CDKN1B,K562,descriptor-only,top_DE_Pearson,0.47648152155179696,3
CDKN1B,K562,linear,top_DE_Pearson,0.4390736391279219,3
CDKN1B,K562,GEARS,top_DE_Pearson,0.5035635753461215,3
CDKN1B,K562,mean,top_DE_Pearson,0.4355637073611741,3
CDKN1B,K562,OpPert,top_DE_Pearson,0.5296884720607802,4
CDKN1B,K562,descriptor-only,top_DE_Pearson,0.5207602685831524,4
CDKN1B,K562,linear,top_DE_Pearson,0.49356220403844153,4
