cell_id,condition,x,y
train_101,control,4.595335483551025,-0.7694106101989746
train_102,control,11.064753532409668,-3.730175018310547
train_103,control,-1.190263032913208,-4.589754581451416
train_104,control,-4.741020202636719,-0.14636260271072388
train_105,control,-1.6133283376693726,1.6016364097595215
train_106,control,-9.74600601196289,-5.6650896072387695
train_107,control,6.491641998291016,-1.0005484819412231
train_108,control,0.805900514125824,4.043839454650879
train_109,control,-2.0895485877990723,-0.9702286720275879
train_110,control,2.3224120140075684,-3.0649027824401855
train_111,control,4.294970512390137,-4.794381141662598
train_112,control,4.130671501159668,-1.252758264541626
train_113,control,0.5380308628082275,-0.1268119215965271
train_114,control,-4.910197734832764,-1.012909173965454
train_115,control,2.3445417881011963,-0.957821786403656
train_116,control,-5.807071685791016,1.268191933631897
train_117,control,-1.6463689804077148,-5.558194160461426
train_118,control,-11.686407089233398,-5.228000640869141
train_119,control,-3.1728310585021973,-2.1135292053222656
train_120,control,-6.4538373947143555,-1.6890594959259033
train_121,control,0.4247981309890747,3.125491142272949
train_122,control,6.139899253845215,2.1400327682495117
train_123,control,3.8480231761932373,-9.760688781738281
train_124,control,-4.247285842895508,-4.5583271980285645
train_125,control,2.2790274620056152,1.3208799362182617
train_126,control,-1.9997541904449463,6.675483226776123
train_127,control,4.976085186004639,1.1925239562988281
train_128,control,-8.411518096923828,-4.499422550201416
train_129,control,-9.450605392456055,2.07694411277771
train_130,control,7.48088264465332,4.247803688049316
train_131,control,2.101834774017334,3.3846664428710938
train_132,control,6.813647270202637,3.809697151184082
train_133,control,-2.952826976776123,-4.138225555419922
train_134,control,-12.53167724609375,3.6236863136291504
train_135,control,8.91415786743164,4.8147358894348145
train_136,control,3.7711291313171387,-1.1632086038589478
train_137,control,-7.303450107574463,3.285895347595215
train_138,control,-4.205840110778809,-6.97358512878418
train_139,control,-5.378091812133789,-3.450960636138916
train_140,control,-1.8398100137710571,-4.051852703094482
train_141,control,4.20523738861084,-5.139853477478027
train_142,control,1.1931828260421753,0.5231866836547852
train_143,control,-5.863656997680664,6.183664798736572
train_144,control,7.458466053009033,1.5172910690307617
train_145,control,-15.088454246520996,-1.9122639894485474
train_146,control,-10.570547103881836,-1.704033374786377
train_147,control,2.395867347717285,6.5490217208862305
train_148,control,-5.0655059814453125,-1.2894856929779053
train_149,control,2.4511055946350098,-0.1344546526670456
train_150,control,6.3176164627075195,4.397541046142578
train_151,control,1.8672451972961426,-2.4701595306396484
train_152,control,-2.892949342727661,4.685568809509277
train_153,control,-7.980351448059082,2.4484615325927734
train_154,control,3.4979352951049805,-0.8049721717834473
train_155,control,-1.1368756294250488,-3.2055087089538574
train_156,control,1.3741793632507324,-4.6149678230285645
train_157,control,-5.4437360763549805,4.4271697998046875
train_158,control,8.121532440185547,6.560739517211914
train_159,control,-3.425175666809082,0.5610437393188477
train_160,control,6.42974853515625,4.573681354522705
train_161,control,0.18054091930389404,-5.326356887817383
train_162,control,-2.9181036949157715,5.254064083099365
train_163,control,-15.204320907592773,1.0460454225540161
train_164,control,2.496006488800049,5.448287010192871
train_165,control,-2.1814889907836914,-7.147287368774414
train_166,control,-8.443122863769531,-4.469449996948242
train_167,control,-8.514432907104492,-1.5855984687805176
train_168,control,1.4981815814971924,2.131709337234497
train_169,control,-3.38909912109375,6.146581172943115
train_170,control,-12.842191696166992,3.6385936737060547
train_171,control,-5.648120403289795,-0.08022385835647583
train_172,control,3.9354493618011475,-3.300355911254883
train_173,control,7.536423683166504,6.057542324066162
train_174,control,1.8755638599395752,1.7415251731872559
train_175,control,-6.254042625427246,1.9634311199188232
train_176,control,4.717220306396484,2.871520757675171
train_177,control,0.2576051950454712,2.188210964202881
train_178,control,-0.2417725920677185,8.442580223083496
train_179,control,2.905498743057251,9.537493705749512
train_180,control,-10.916048049926758,-1.1273404359817505
train_181,control,-1.4058837890625,2.418651580810547
train_182,control,7.33780574798584,0.7949697971343994
train_183,control,-2.7748568058013916,-9.796773910522461
train_184,control,-3.8054211139678955,1.2685160636901855
train_185,control,-7.5549397468566895,-0.9045717716217041
train_186,control,-5.446825981140137,5.201514720916748
train_187,control,2.131995677947998,7.146054744720459
train_188,control,-11.154544830322266,1.7722632884979248
train_189,control,-4.472936630249023,1.0288066864013672
train_190,control,-5.712032318115234,2.9952430725097656
train_191,control,-3.836923837661743,-5.5585432052612305
train_192,control,-7.414729595184326,-1.1139235496520996
train_193,control,5.3039045333862305,2.545203447341919
train_194,control,2.3355889320373535,-2.7559428215026855
train_195,control,3.3036863803863525,2.2855148315429688
train_196,control,5.539814472198486,3.712392568588257
train_197,control,6.6331586837768555,2.6144521236419678
train_198,control,4.847491264343262,-5.052902698516846
train_199,control,5.54273796081543,-8.667318344116211
train_200,control,-4.060883522033691,1.401611328125
train_201,control,-2.4796762466430664,0.8728271722793579
train_202,control,-10.097724914550781,-3.4424893856048584
train_203,control,-3.1876959800720215,-4.157092571258545
train_204,control,4.715097427368164,1.6283763647079468
train_205,control,-17.045318603515625,0.0544360876083374
train_206,control,-1.3911198377609253,-4.203845024108887
train_207,control,10.15722942352295,-2.128145694732666
train_208,control,-2.0129270553588867,3.2983736991882324
train_209,control,-13.296171188354492,-2.305661201477051
train_210,control,-3.243968963623047,-4.413049697875977
train_211,control,3.8973100185394287,-4.490788459777832
train_212,control,4.74783182144165,-5.376279830932617
train_213,control,-6.862817287445068,-5.241652965545654
train_214,control,6.450000762939453,-1.6010186672210693
train_215,control,-13.12281608581543,-1.0727791786193848
train_216,control,7.557276725769043,1.7386555671691895
train_217,control,-2.1300125122070312,3.0316410064697266
train_218,control,8.292265892028809,-2.0519702434539795
train_219,control,-2.5596935749053955,-2.060223340988159
train_220,control,-9.668397903442383,0.2684895694255829
train_221,control,1.866574764251709,1.0419015884399414
train_222,control,-1.0457947254180908,-0.046352386474609375
train_223,control,2.938560962677002,3.1158864498138428
train_224,control,-7.972556114196777,3.3139288425445557
train_225,control,-3.192284345626831,3.1292476654052734
train_226,control,-4.723316192626953,-4.667804718017578
train_227,control,-0.6352362632751465,7.103285789489746
train_228,control,-11.470510482788086,1.1932902336120605
train_229,control,3.218172311782837,1.5283424854278564
train_230,control,3.3301894664764404,0.8794612288475037
train_231,control,-5.132906913757324,-1.0875248908996582
train_232,control,3.71207332611084,-0.8970167636871338
train_233,control,-1.0452380180358887,6.840476036071777
train_234,control,-4.279896259307861,1.0823849439620972
train_235,control,6.316075801849365,-7.704127311706543
train_236,control,-2.200594663619995,4.379044532775879
train_237,control,1.1196141242980957,3.2217750549316406
train_238,control,8.955558776855469,5.913508415222168
train_239,control,-5.3250885009765625,-0.06487679481506348
train_240,control,-9.342825889587402,-1.9090520143508911
train_241,control,9.865653991699219,2.9382050037384033
train_242,control,-4.176231384277344,-2.348544120788574
train_243,control,2.2497196197509766,1.903069019317627
train_244,control,7.7770161628723145,-2.850379467010498
train_245,control,1.0838871002197266,8.988485336303711
train_246,control,1.1956785917282104,-0.7726602554321289
train_247,control,-4.051876068115234,3.830979347229004
train_248,control,-1.5073422193527222,8.65031623840332
train_249,control,-8.49778938293457,-0.46896690130233765
train_250,control,-0.6992049217224121,0.2377750128507614
train_251,control,7.803380966186523,0.7134889364242554
train_252,control,-12.050342559814453,-2.4676060676574707
train_253,control,3.650850296020508,-1.0049598217010498
train_254,control,7.0270209312438965,2.5420737266540527
train_255,control,-1.9196982383728027,-3.9757936000823975
train_256,control,1.09743332862854,8.4571533203125
train_257,control,-1.7195141315460205,-1.1593841314315796
train_258,control,8.231775283813477,-5.282747268676758
train_259,control,-10.986785888671875,-3.5397133827209473
train_260,control,-3.0847268104553223,1.748880386352539
train_261,control,-8.559471130371094,-3.4072256088256836
train_262,control,7.284424781799316,0.6380057334899902
train_263,control,5.090682029724121,3.3529162406921387
train_264,control,8.747215270996094,-0.43168336153030396
train_265,control,3.2260115146636963,5.131894111633301
train_266,control,-1.7225836515426636,-8.868999481201172
train_267,control,-0.6541337370872498,2.2832889556884766
train_268,control,0.2627224028110504,2.379859209060669
train_269,control,9.471748352050781,-3.822611093521118
train_270,control,-10.860092163085938,-0.7283151149749756
train_271,control,-3.175642490386963,3.4978954792022705
train_272,control,5.380401611328125,0.45879438519477844
train_273,control,-1.297701120376587,1.1078734397888184
train_274,control,3.2364563941955566,2.7355000972747803
train_275,control,-4.930877685546875,3.3885726928710938
train_276,control,-4.880854606628418,-3.099202871322632
train_277,control,-2.256279706954956,-1.3484870195388794
train_278,control,-0.25258368253707886,0.19416213035583496
train_279,control,3.32254958152771,0.5783634781837463
train_280,control,1.5416393280029297,5.981489181518555
train_281,control,6.330140113830566,5.810976028442383
train_282,control,-1.7804129123687744,-3.143425464630127
train_283,control,4.935450553894043,4.189503192901611
train_284,control,11.060382843017578,-0.6425010561943054
train_285,control,-4.443522930145264,2.073153257369995
train_286,control,0.4374385476112366,7.0546650886535645
train_287,control,-2.591449022293091,6.808201313018799
train_288,control,3.5713322162628174,-5.2916412353515625
train_289,control,-6.302296161651611,5.590823650360107
train_290,control,-4.242388725280762,-3.719186305999756
train_291,control,-0.9430222511291504,1.559019923210144
train_292,control,-1.1864893436431885,-11.451580047607422
train_293,control,-3.7545413970947266,-7.707142353057861
train_294,control,2.367192029953003,3.466862678527832
train_295,control,-0.2903393805027008,2.996267795562744
train_296,control,-6.0245819091796875,1.9491578340530396
train_297,control,7.1835784912109375,5.225375652313232
train_298,control,-5.2342023849487305,-2.8037543296813965
train_299,control,6.193279266357422,0.6271991729736328
train_300,control,-7.032943248748779,-4.898335933685303
train_301,control,-8.07168197631836,-2.015183687210083
train_302,control,3.821448802947998,3.3025450706481934
train_303,control,-12.961938858032227,-4.077092170715332
train_304,control,4.233211040496826,-0.6875882148742676
train_305,control,2.1970419883728027,0.6937947273254395
train_306,control,7.974981307983398,0.9538778066635132
train_307,control,-4.065642833709717,-6.488595008850098
train_308,control,4.511570453643799,0.09090954065322876
train_309,control,-0.9526355266571045,-2.1087470054626465
train_310,control,1.8573286533355713,3.0214133262634277
train_311,control,5.690070152282715,2.210787296295166
train_312,control,-6.3395795822143555,-4.020649433135986
train_313,control,1.884333610534668,5.229673385620117
train_314,control,-8.463537216186523,-1.4111196994781494
train_315,control,0.5174555778503418,1.3590505123138428
train_316,control,-7.604770183563232,8.275882720947266
train_317,control,-2.8886220455169678,1.5849547386169434
train_318,control,-11.830196380615234,1.0887097120285034
train_319,control,-5.162876129150391,2.0839827060699463
train_320,control,1.8735816478729248,3.349925994873047
train_321,control,-2.1346006393432617,-5.549898624420166
train_322,control,-12.891651153564453,1.7488667964935303
train_323,control,-11.73733901977539,-0.1595851182937622
train_324,control,1.9748426675796509,2.806790828704834
train_325,control,1.7253875732421875,3.4700820446014404
train_326,control,-3.0961813926696777,-1.089921236038208
train_327,control,-3.2307333946228027,8.658292770385742
train_328,control,2.1666996479034424,0.16369348764419556
train_329,control,-3.3061933517456055,-2.0677614212036133
train_330,control,14.53393840789795,-2.8686115741729736
train_331,control,-4.307163238525391,7.807137489318848
train_332,control,16.896879196166992,-12.080001831054688
train_333,control,-10.163143157958984,-0.12036022543907166
train_334,control,4.525660514831543,-3.3461875915527344
train_335,control,-5.133231163024902,-3.4782614707946777
train_336,control,-0.8227548599243164,-5.967145919799805
train_337,control,-4.012946128845215,6.670053005218506
train_338,control,8.347521781921387,-1.9347589015960693
train_339,control,4.219995498657227,-4.24962854385376
train_340,control,6.745954513549805,-1.4667915105819702
train_341,control,-9.378116607666016,0.20112916827201843
train_342,control,5.832292079925537,4.291083812713623
train_343,control,5.511568069458008,-0.018855273723602295
train_344,control,2.508249521255493,5.136167049407959
train_345,control,-4.892133712768555,-1.7535187005996704
train_346,control,8.360427856445312,-2.464244842529297
train_347,control,4.96285343170166,1.9228894710540771
train_348,control,6.410290241241455,-2.125519275665283
train_349,control,5.832709312438965,5.993734836578369
train_350,control,-0.3522814214229584,0.37575802206993103
train_351,control,-5.14447546005249,-0.7106384038925171
train_352,control,1.6790915727615356,4.12353515625
train_353,control,-4.536670207977295,-2.6443865299224854
train_354,control,-1.0240875482559204,5.9377522468566895
train_355,control,-2.9786651134490967,5.616613388061523
train_356,control,1.3634426593780518,-0.2121417373418808
train_357,control,2.568880081176758,3.358316659927368
train_358,control,-12.09343147277832,-0.4341192841529846
train_359,control,-3.7182846069335938,3.476949453353882
train_360,control,6.039663314819336,-1.0432789325714111
train_361,control,-7.039714336395264,-4.031308174133301
train_362,control,9.873693466186523,-1.0211976766586304
train_363,control,-2.3792202472686768,3.794757604598999
train_364,control,6.471006393432617,2.0520920753479004
train_365,control,0.948325514793396,-0.09277760982513428
train_366,control,5.778180122375488,5.525060653686523
train_367,control,-8.471054077148438,0.48659324645996094
train_368,control,2.404198169708252,3.1488349437713623
train_369,control,2.5884382724761963,3.415285110473633
train_370,control,0.17456531524658203,4.954226970672607
train_371,control,-7.983031749725342,3.0878076553344727
train_372,control,-6.092936992645264,2.872671127319336
train_373,control,-1.7339808940887451,2.071286678314209
train_374,control,3.487184524536133,-1.260955572128296
train_375,control,-10.467212677001953,-2.770564556121826
train_376,control,-0.12936799228191376,4.933871269226074
train_377,control,8.471243858337402,-0.5186055898666382
train_378,control,-0.4832829236984253,-0.6812378168106079
train_379,control,-4.150756359100342,4.166459083557129
train_380,control,7.54859733581543,-2.1130008697509766
train_381,control,12.056519508361816,3.869244337081909
train_382,control,3.036424160003662,3.556776762008667
train_383,control,-4.756044387817383,6.662315368652344
train_384,control,-9.38693904876709,-1.5781978368759155
train_385,control,8.89725112915039,4.274843215942383
train_386,control,5.35091495513916,3.18900203704834
train_387,control,-8.465259552001953,0.16658389568328857
train_388,control,-2.5294761657714844,2.421030282974243
train_389,control,1.4348772764205933,4.124811172485352
train_390,control,-6.654817581176758,0.021471261978149414
train_391,control,0.9285964369773865,5.863048076629639
train_392,control,10.734601974487305,-2.800579309463501
train_393,control,-5.478326797485352,1.811286449432373
train_394,control,2.061690330505371,-5.324280738830566
train_395,control,1.1857637166976929,2.124734401702881
train_396,control,0.7554982900619507,-1.7930169105529785
train_397,control,-11.275811195373535,-2.844640016555786
train_398,control,-4.207598686218262,-6.819858074188232
train_399,control,-4.3104248046875,-2.0697109699249268
train_400,control,3.581556797027588,6.850517749786377
train_401,control,6.350830078125,-8.394048690795898
train_402,control,-0.8992152214050293,-6.334798336029053
train_403,control,-12.375739097595215,1.5274794101715088
train_404,control,-6.931027889251709,-1.0061516761779785
train_405,control,0.7202799916267395,0.44380807876586914
train_406,control,4.338869094848633,-5.60573673248291
train_407,control,-2.5304791927337646,3.0708584785461426
train_408,control,-4.343727111816406,-0.9610631465911865
train_409,control,3.656466007232666,0.004291415214538574
train_410,control,3.3668723106384277,4.6014909744262695
train_411,control,0.5791343450546265,3.966163396835327
train_412,control,-1.3537046909332275,-2.144425630569458
train_413,control,-8.728999137878418,0.9548582434654236
train_414,control,-2.7033612728118896,-5.560545921325684
train_415,control,-1.9782078266143799,-0.36772632598876953
train_416,control,-7.411874771118164,-3.7044105529785156
train_417,control,-2.895303249359131,8.125975608825684
train_418,control,5.394222259521484,-4.963795185089111
train_419,control,3.5714731216430664,0.15121689438819885
train_420,control,-5.225553512573242,-7.053708553314209
train_421,control,-1.535775065422058,2.2105021476745605
train_422,control,6.348613739013672,0.7016987204551697
train_423,control,4.459047794342041,4.690229415893555
train_424,control,-7.756919860839844,5.305083751678467
train_425,control,-2.305100202560425,3.3069987297058105
train_426,control,-5.567261695861816,3.9470386505126953
train_427,control,3.6203157901763916,-5.291888236999512
train_428,control,7.178375720977783,-4.474898338317871
train_429,control,-7.083683967590332,2.6521928310394287
train_430,control,-0.11105337738990784,1.6653038263320923
train_431,control,9.109682083129883,-2.368454933166504
train_432,control,-0.7715305089950562,2.4196996688842773
train_433,control,-13.323017120361328,0.5457684993743896
train_434,control,11.56711483001709,-6.375710487365723
train_435,control,5.384783744812012,-0.1873934268951416
train_436,control,1.8907792568206787,7.4686174392700195
train_437,control,4.029675483703613,4.901195049285889
train_438,control,0.6106683611869812,-2.2283411026000977
train_439,control,9.499683380126953,-2.311025619506836
train_440,control,-6.0158843994140625,-1.7920618057250977
train_441,control,-6.208517074584961,0.09454548358917236
train_442,control,-2.425096035003662,1.572706699371338
train_443,control,-10.359845161437988,-3.8988521099090576
train_444,control,-11.740069389343262,2.92594838142395
train_445,control,6.104083061218262,3.625804901123047
train_446,control,2.073821783065796,2.3627119064331055
train_447,control,10.340773582458496,2.631605625152588
train_448,control,-3.2049622535705566,0.2614397406578064
train_449,control,6.9822258949279785,-6.835918426513672
train_450,control,0.30515938997268677,3.9689292907714844
train_451,control,-8.91185188293457,2.6824276447296143
train_452,control,0.5415471196174622,1.5870119333267212
train_453,control,7.191595554351807,1.0523124933242798
train_454,control,8.39263916015625,1.972279667854309
train_455,control,-1.9785159826278687,-9.748089790344238
train_456,control,-4.504227161407471,-4.145059108734131
train_457,control,-1.0288323163986206,3.6281898021698
train_458,control,-1.9359495639801025,-2.89894962310791
train_459,control,5.646984100341797,-0.4465031027793884
train_460,control,-12.017667770385742,2.102423906326294
train_461,control,0.817719042301178,-1.0360748767852783
train_462,control,-3.963326930999756,-5.830091953277588
train_463,control,-0.5943657159805298,-13.884004592895508
train_464,control,6.6844611167907715,3.851558208465576
train_465,control,-1.3705635070800781,-3.0052313804626465
train_466,control,-7.791747093200684,-4.51785945892334
train_467,control,-5.2821502685546875,-0.15816670656204224
train_468,control,-5.368314266204834,3.136139392852783
train_469,control,1.6013370752334595,0.3293870687484741
train_470,control,3.597381591796875,-5.5819411277771
train_471,control,-0.4925867021083832,3.5740108489990234
train_472,control,1.0866801738739014,8.259183883666992
train_473,control,-3.59110689163208,-4.092977523803711
train_474,control,5.449975490570068,-2.851896047592163
train_475,control,-10.393131256103516,1.7196650505065918
train_476,control,4.661093711853027,7.142655372619629
train_477,control,-4.696108818054199,-5.195332050323486
train_478,control,-0.0545693039894104,5.652469635009766
train_479,control,3.3545262813568115,-0.16443735361099243
train_480,control,-12.276338577270508,-0.8477811813354492
train_481,control,-9.364984512329102,-3.739624500274658
train_482,control,8.103422164916992,-0.3804932236671448
train_483,control,-5.831382751464844,3.147244930267334
train_484,control,-0.768551230430603,-2.0326313972473145
train_485,control,-9.032983779907227,-6.936502456665039
train_486,control,-1.4764803647994995,-0.9047670364379883
train_487,control,7.183953762054443,1.512296199798584
train_488,control,1.5009206533432007,10.343572616577148
train_489,control,0.9978453516960144,-0.5896474123001099
train_490,control,-8.160612106323242,-4.341940879821777
train_491,control,-4.453557014465332,0.7955465316772461
train_492,control,1.0877978801727295,-0.3153488337993622
train_493,control,-2.6748673915863037,-1.249194622039795
train_494,control,-8.774873733520508,-0.3175555467605591
train_495,control,-6.424788475036621,-0.05771934986114502
train_496,control,1.7115998268127441,4.534322738647461
train_497,control,6.360129356384277,-8.401143074035645
train_498,control,-4.3701934814453125,-1.8540714979171753
train_499,control,-0.3629346489906311,2.502552032470703
train_500,control,-1.6685028076171875,-5.247559070587158
train_501,control,7.743356227874756,-8.412827491760254
train_502,control,2.413846015930176,-3.0472240447998047
train_503,control,-0.21365171670913696,-4.254624366760254
train_504,control,-9.283754348754883,-0.6833212375640869
train_505,control,3.630244016647339,1.2397868633270264
train_506,control,3.3144187927246094,1.04393470287323
train_507,control,2.0513134002685547,5.204988956451416
train_508,control,7.359841346740723,-1.2113823890686035
train_509,control,-1.3279075622558594,0.8933776617050171
train_510,control,-8.088220596313477,0.2435268759727478
train_511,control,4.94403600692749,1.9682483673095703
train_512,control,0.9848799705505371,2.054028034210205
train_513,control,-3.2847776412963867,3.5415666103363037
train_514,control,-4.641231536865234,-3.0079715251922607
train_515,control,10.309926986694336,4.261142730712891
train_516,control,-3.1728034019470215,-0.5960906147956848
train_517,control,6.412884712219238,-0.6913114786148071
train_518,control,-1.7550339698791504,-2.179230213165283
train_519,control,-5.269042491912842,2.5744645595550537
train_520,control,10.047418594360352,-5.688045501708984
train_521,control,-5.766574859619141,-0.23775511980056763
train_522,control,4.8252105712890625,-7.455132484436035
train_523,control,-0.25671446323394775,6.546212196350098
train_524,control,4.928003311157227,2.1771843433380127
train_525,control,7.680691242218018,-7.165966987609863
train_526,control,-8.003164291381836,-0.319052517414093
train_527,control,-9.531707763671875,3.891998767852783
train_528,control,6.446515083312988,-2.377910614013672
train_529,control,5.061649799346924,1.4003212451934814
train_530,control,9.440460205078125,1.7834925651550293
train_531,control,6.926635265350342,3.0740110874176025
train_532,control,-4.662794589996338,-5.059917449951172
train_533,control,4.97362756729126,1.172593116760254
train_534,control,-2.818014144897461,-4.311716556549072
train_535,control,-8.136056900024414,-2.6242096424102783
train_536,control,-5.542699813842773,-3.3257319927215576
train_537,control,5.117763519287109,-2.871356964111328
train_538,control,6.85256814956665,-10.002630233764648
train_539,control,7.013318061828613,3.2625844478607178
train_540,control,-4.83827543258667,0.21861547231674194
train_541,control,-9.398614883422852,1.1618092060089111
train_542,control,1.9530749320983887,-1.5090605020523071
train_543,control,-6.512467384338379,-0.1503925919532776
train_544,control,-3.706775665283203,-5.796559810638428
train_545,control,-5.7906494140625,3.4781458377838135
train_546,control,-0.3774528503417969,0.35224807262420654
train_547,control,-2.240917682647705,-5.244762420654297
train_548,control,0.7963855266571045,0.11637914180755615
train_549,control,7.3793559074401855,-0.11075079441070557
train_550,control,5.727532863616943,6.862895965576172
train_551,control,7.547120571136475,-0.3667416572570801
train_552,control,5.336385726928711,4.971289157867432
train_553,control,2.544922351837158,4.578298568725586
train_554,control,-4.583970546722412,1.499880075454712
train_555,control,7.598414421081543,2.8869457244873047
train_556,control,-0.46793460845947266,0.11485809087753296
train_557,control,-4.3476972579956055,0.8795438408851624
train_558,control,0.5432349443435669,-1.1220673322677612
train_559,control,-1.6824532747268677,-4.6362199783325195
train_560,control,-0.19585806131362915,-0.8790609836578369
train_561,control,-4.255946159362793,-1.0326324701309204
train_562,control,7.045182228088379,7.3371381759643555
train_563,control,7.195003509521484,-0.36977440118789673
train_564,control,-8.214425086975098,-1.1317901611328125
train_565,control,-7.516936779022217,-0.282023549079895
train_566,control,6.243890285491943,-0.05116063356399536
train_567,control,8.790816307067871,5.953557968139648
train_568,control,-0.5631056427955627,-8.161222457885742
train_569,control,4.755174160003662,-4.327325820922852
train_570,control,-8.61325740814209,-2.833082675933838
train_571,control,9.481545448303223,-0.06693767011165619
train_572,control,3.290104627609253,0.9305482506752014
train_573,control,6.528112411499023,8.284337997436523
train_574,control,-5.558987617492676,-1.451564073562622
train_575,control,-2.3831920623779297,-2.6281628608703613
train_576,control,-5.232598304748535,-0.7562400102615356
train_577,control,10.844256401062012,-0.9482870101928711
train_578,control,0.4057038426399231,-1.0019716024398804
train_579,control,5.798978328704834,0.06586503982543945
train_580,control,-4.166420936584473,-5.430464744567871
train_581,control,-4.314486980438232,-2.844547986984253
train_582,control,0.4322626292705536,4.290865898132324
train_583,control,5.635783672332764,4.04246711730957
train_584,control,-9.756781578063965,-0.34182441234588623
