dataset,descriptor_similarity,generator_similarity
Norman,0.1184861571625806,0.21600778764310813
Norman,0.3535201714692102,0.6248107082310785
Norman,0.9589391371657489,0.4706562195782591
Norman,0.9288109813723276,0.5073795079441374
Norman,0.18346606723001224,0.5446160154760833
Norman,0.2698756426168226,0.24387712504508482
Norman,0.09468538541331106,0.02593372462162921
Norman,0.7531683854134263,0.6475764918956881
Norman,0.9784191533076348,0.5736659744687639
Norman,0.3544466500238479,0.5999564915909718
Norman,0.8347702099641873,0.629786270922884
Norman,0.40925506695826264,0.2671188933282512
Norman,0.0001978078267101946,0.051068879046068466
Norman,0.2594756213332019,0.3670934998739672
Norman,0.42030469987880803,0.3470417336628069
Norman,0.891950122211263,0.5834111489654897
Norman,0.9037467238279847,0.7842560866340167
Norman,0.35112007097400566,0.6264864136559305
Norman,0.3898585382052917,0.4742253596904832
Norman,0.1875978119709637,0.1257281477785272
Norman,0.5804244942519161,0.28342500060086506
Norman,0.5168014002519713,0.5600976146177694
Norman,0.6676754164228271,0.6266491742646498
Norman,0.21414708886996425,0.19837880252293538
Norman,0.3546264406884425,0.314269710352715
Norman,0.5478345802679188,0.33307723916258786
Norman,0.734733917539036,0.3719792999723241
Norman,0.551441552286137,0.3484243557160537
Norman,0.652871773917137,0.08935328198787196
Norman,0.20675172864311742,0.47792230290167004
Norman,0.6691795746743444,0.28450974041179183
Norman,0.11460486854982666,0.2077816559626237
Norman,0.31280012389951406,-0.0387058308877154
Norman,0.157260326687085,0.33956272086908007
Norman,0.9207341518821429,0.813946512932765
Norman,0.22884336115151804,0.2862861924021839
Norman,0.13891794452301365,0.21070514609816288
Norman,0.013008160647371536,0.0382738158467015
Norman,0.24733520671738818,0.4951635873972847
Norman,0.01605613135518469,-0.10834128951121974
Norman,0.6967290247449353,0.4526860983494498
Norman,0.8974001821299723,0.5052554719034589
Norman,0.16526583224224256,0.0969279648603176
Norman,0.3389059287804632,0.540112326738334
Norman,0.5105787539152029,0.4042707644547642
Norman,0.43343010888332467,0.26822095373351684
Norman,0.7816995193687025,0.6349634842028968
Norman,0.622768833907242,0.5323206870672618
Norman,0.2215143650960122,0.42581796744473344
Norman,0.9479717800547842,0.7460031832856369
Norman,0.9768977236971302,0.6686825769021342
Norman,0.31103575120095284,0.3144341606246594
Norman,0.9973081004456583,0.4211696469375685
Norman,0.9731019852367316,0.7516356635613833
Norman,0.9039336089485727,0.483589686838195
Norman,0.567829206341983,0.4983340994040253
Norman,0.6549432841908859,0.7886152993020971
Norman,0.011032621440349888,0.16663763039620846
Norman,0.43497086171990695,0.3243081134140637
Norman,0.514035897986198,0.36561831587403526
Norman,0.6557938491000377,0.5695303496157789
Norman,0.9663190964832098,0.7075699897211744
Norman,0.6201749593469261,0.6029846555941902
Norman,0.9434511591699268,0.559148551341065
Norman,0.15142738251046517,0.19678581764311623
Norman,0.5736055613382882,0.6081173667341941
Norman,0.013292677345635995,0.3151181564677553
Norman,0.17501954908724215,0.4056287115198257
Norman,0.32208672579565156,0.4490970414540477
Norman,0.7603676022094713,0.6966003810481032
Norman,0.19651781839231952,0.29379000770061325
Norman,0.7782994567117663,0.3387518818242041
Norman,0.6595471592665643,0.28796356697388364
Norman,0.9080662133885028,0.6565933900334102
Norman,0.06646230513800522,0.20141399477756014
Norman,0.26034870317382874,0.14555909166101444
Norman,0.45629985058180933,0.2634167472248734
Norman,0.4863245815830535,0.39777233167117054
Norman,0.11305933678187674,0.6028639919636225
Norman,0.701273714430226,0.35851902501814537
Norman,0.11578642527130634,0.14003523694989678
Norman,0.06174354700882767,0.33762724533785327
Norman,0.1571123329362003,0.3540272951163934
Norman,0.8282332961981758,0.6549317498945347
Norman,0.6147065065385727,0.17763492986823476
Norman,0.7384812108403062,0.5100936651334561
Norman,0.7323430296357656,0.8764291109180693
Norman,0.8040811727134838,0.4493023356581523
Norman,0.21302879004260922,0.11802502819815333
Norman,0.4190435603818988,0.6491607875197198
Norman,0.16930403155433116,0.2230475477189725
Norman,0.30020629103650986,0.015678424743965025
Norman,0.3789312726644106,0.1609752888043001
Norman,0.40344947713823154,0.2663414875133691
Norman,0.6738768229283607,0.5612369778177441
Norman,0.027342907770496194,0.12547089321165558
Norman,0.03619968767543713,0.013559210867851584
Norman,0.9358083306272584,0.6275787578566232
Norman,0.20571211209092655,0.120085075543473
Norman,0.7930659710405652,0.9229013503045769
Norman,0.259598670800521,0.08678663243446752
Norman,0.2215044290365904,0.18688031752760897
Norman,0.6590126278649572,0.4034380462489424
Norman,0.2481168805635673,0.18012752811368848
Norman,0.49568063997920286,0.2337574467733801
Norman,0.7933578269389671,0.8383460462796525
Norman,0.7733322487976717,0.9841966063637333
Norman,0.06502900065367068,0.24816077393879948
Norman,0.13819718803980208,0.2722761669548124
Norman,0.6099110115559309,0.21294487734215373
Norman,0.2252850437077768,0.5206762744734514
Norman,0.36089509145992715,0.2053008284052665
Norman,0.0750761955206275,-0.09848130546340389
Norman,0.17425991771551697,0.3406501597515352
Norman,0.11621329176034312,0.40210459706041574
Norman,0.8038889828433134,0.8367828688913552
Norman,0.7370653387938256,0.47257332650370776
Norman,0.2350275052338311,0.1767793192138526
Norman,0.8809319844227486,0.6660159043954403
Norman,0.24376052988397368,0.24454743114986652
Norman,0.38564141178513567,0.46065951656019594
Norman,0.9904456183130277,0.7281627264523138
Norman,0.4517488976528493,0.07120760466080217
K562,0.9733387322701378,0.5289005780426415
K562,0.1779968599360494,0.4994339003540895
K562,0.960882125999357,0.7781858298762597
K562,0.34818601303295715,0.5249293857185772
K562,0.8289241307856099,0.45225090386921873
K562,0.3308129910530334,0.42617224100563755
K562,0.32659872721441807,-0.1559912380613826
K562,0.7786204363552087,0.722370809456764
K562,0.39831449493385274,0.39540101772359404
K562,0.29476179792595236,0.12150961946583169
K562,0.12654375353301062,0.22897588566547825
K562,0.062076798736804606,0.3095122256784256
K562,0.6317210554978671,0.6945300861490966
K562,0.5346064209614584,0.18410910895045007
K562,0.5690345174668368,0.48571730439682614
K562,0.7960963160895763,0.3602517311583401
K562,0.48193211481885256,0.5429530976098244
K562,0.49977433591672227,0.601366094713647
K562,0.26566751340716455,0.12773556610030432
K562,0.07676514871352058,-0.006097728979057804
K562,0.7375485173242352,0.4452747953464498
K562,0.2455488196226161,0.25184656947935
K562,0.7288417038111124,0.41858660586733887
K562,0.12658941325221507,0.36447905671942027
K562,0.5927949448321963,0.674174349716127
K562,0.6470699928117579,0.5211540031594328
K562,0.9495438475079023,0.5453031258199351
K562,0.1631047685044661,0.2002587795174613
K562,0.14816444505179105,0.24670948373308577
K562,0.8725672659015655,0.5829872216638204
K562,0.14882270222259675,0.21336216645424502
K562,0.9919438166601401,0.877361099390022
K562,0.7778749517567218,0.4404649105766867
K562,0.40133834350100184,0.7260220752760249
K562,0.4323734507511886,0.408300129180248
K562,0.42611880007236025,0.3283270827728031
K562,0.7069561136608927,0.3975444674923234
K562,0.30739993337048277,0.1913612469161653
K562,0.23214853203943642,0.2760390137966169
K562,0.6636185651121598,0.534242658707785
K562,0.7819790692061673,0.5180569409730277
K562,0.8185133930026607,0.3713759467672828
K562,0.3688425926429848,0.3512520047946419
K562,0.5102657746354712,0.3059035976458357
K562,0.850408548053435,0.3177237529826189
K562,0.10277676083840148,0.31230839816954425
K562,0.573961763169679,0.18695829631294786
K562,0.8356078453038202,0.5403143177663243
K562,0.22371048306735009,0.24984004220334494
K562,0.10084058829440268,0.43032812241838947
K562,0.10594154649975795,-0.08421546643087544
K562,0.5969473940466132,0.6040483949963931
K562,0.0746296996854211,0.3459878993998434
K562,0.9095623770231385,0.93451606516935
K562,0.4576902131100785,0.5927126099911599
K562,0.9025304510891583,0.6288487958247482
K562,0.9014756288113434,0.3747510099892557
K562,0.977683047729878,0.8218953918432111
K562,0.26623636860229394,0.5312566540740568
K562,0.8036765068866004,0.2611578744656807
K562,0.2969765085697681,0.08319623775249294
K562,0.27897990338000256,0.3405410942000783
K562,0.7874442167386926,0.7358065093229642
K562,0.9677741304742827,0.7812564265420203
K562,0.1184390852842464,0.26810533721451385
K562,0.9928513586443369,0.9772530329758947
K562,0.7151337259585594,0.4809643783010657
K562,0.06837744536824142,0.05617766349671541
K562,0.37644485419096874,0.2618682120721525
K562,0.739181627043158,0.5973920777470403
K562,0.14338175070077952,0.2048152154901004
K562,0.8710484423186046,0.7926734022664363
K562,0.06264944259457306,0.06193988488188629
K562,0.6806769089738685,0.5879782854204949
K562,0.8291073466812379,0.7408518267498732
K562,0.9851157940105953,0.926502505999969
K562,0.28054474165599075,0.10055320679456509
K562,0.2757429641984457,0.2032957196939928
K562,0.6393319310674046,0.46491672044482424
K562,0.965840374572831,0.4302455596949935
K562,0.7837223941965653,0.6325699524296603
K562,0.5181849401446683,0.4837334516924505
K562,0.6574950238201316,0.5447408875005982
K562,0.12487399459254811,0.17152483774378782
K562,0.4669940834450421,0.6182688276292589
K562,0.8239593858459658,0.5089707477370581
K562,0.6218507912838264,0.6843828827433501
K562,0.05280598257326696,0.08115425594552818
K562,0.22277874993195645,0.06458017268842539
K562,0.6549618886272098,0.49414770668571284
K562,0.9690789782144964,0.698553202924246
K562,0.2988035284449051,0.38086546591530224
K562,0.48667214210684495,0.04152666419281609
K562,0.6958507486369615,0.467134611170556
K562,0.08165317909202363,0.5334045991928061
K562,0.008883801626070498,0.04480167939446639
K562,0.611065361958621,0.6415274266104111
K562,0.7858279591800934,1.1147056180335193
K562,0.04688582149392739,0.5547367192565797
K562,0.7167776685390507,0.3591401258186319
K562,0.8928613849209311,0.7799222564855961
K562,0.1644784619519467,0.3913000419729844
K562,0.9429256204246439,0.7759500213404978
K562,0.7516808671545532,0.35193526085990157
K562,0.006722217669021702,0.1853888591868137
K562,0.8549098352207469,0.6506627662498528
K562,0.13066888299846058,-0.011524807092138462
K562,0.4063596385646381,0.3173654587803772
K562,0.23000037648217175,0.3161215093771205
K562,0.6232687900580196,0.4715910797235941
K562,0.09777323898803769,0.3247968142313129
K562,0.7971062507813321,0.5280004145319088
K562,0.1691889683760286,0.2561521481126605
K562,0.3333799738387807,0.501251845136762
K562,0.9539449253562585,0.9857024113776822
K562,0.6080763561099246,0.26959029489321484
K562,0.6100350881315129,0.5992667723424583
K562,0.9319293277730326,0.5745086705432607
K562,0.782062100476217,0.6489968791182547
K562,0.5789403563278805,0.2418217727061986
K562,0.6250713107588963,0.7095634894251971
K562,0.8759845252025904,0.48929274171265896
K562,0.2082748752030671,0.4360327866725371
K562,0.5504761269087858,0.24622322496452242
K562,0.49015232331077996,0.1605456318153753
K562,0.5372612749330885,0.40250092869825144
K562,0.17720677030991405,0.28089117042902745
K562,0.027915545071051873,0.5653121618422934
K562,0.32547454586182356,0.3580772976802317
K562,0.5122437705256234,0.24623374108292614
K562,0.3930177707980791,0.5046867598921523
K562,0.003983514358832152,0.40139425216492847
K562,0.11069047873405968,0.059277748999243124
K562,0.1903170435638315,0.41883911394760037
K562,0.1601976794963561,0.4600874968964985
K562,0.24326434580773415,0.42700530948436155
K562,0.8705629771698292,0.5102436075317736
K562,0.09528214637638055,0.23774799403817964
K562,0.12327551836880324,0.2864304947309175
K562,0.06157794323983956,0.393567018089225
K562,0.9438263301157783,0.5614785085539639
K562,0.20136867690549798,0.4298540073742998
K562,0.9798540715953394,0.6615516248764842
K562,0.6486450927772066,0.4411874137283917
K562,0.6413971332643023,0.5093789283829735
K562,0.6132876074913306,0.08541042317637759
K562,0.5249690217053291,0.08073097106479754
K562,0.6817087033294134,0.2060549622204344
K562,0.459354779653232,0.4793890601507501
K562,0.01842371625212169,0.11362096195440469
K562,0.615743145528579,0.37060589404977745
K562,0.4343127427606507,0.3794963007631878
K562,0.8334700035358941,0.7821250641274063
K562,0.5105846530470237,0.09741668771017448
K562,0.9455393614155355,0.65246257822146
K562,0.5436534089942116,0.2591770169067408
K562,0.6298665081862826,0.933881137994446
K562,0.5531846950411659,0.4537465288241218
K562,0.8597142142737162,0.8466550077580164
K562,0.16853611212553654,0.38772700677291017
K562,0.6207395221311821,0.41448529332708495
K562,0.8905778132739662,0.9475959330402783
K562,0.2874185048352005,-0.09137975018258876
K562,0.9394133130222055,0.5619716712236857
K562,0.1926439818409379,0.3294284745081471
K562,0.456166445424136,0.4492809756724608
K562,0.2743530801829511,0.3663174416642847
K562,0.655587631346092,0.7798470700082623
K562,0.6621025151153346,0.5182781061988376
K562,0.33645683849989216,0.7387445914210988
K562,0.9511764854896684,0.7102641698447739
K562,0.6061323963379256,0.5294606946775455
K562,0.8762218159944921,1.0216527484681193
K562,0.4341444443561705,0.5966624934795797
K562,0.16095761402990583,-0.027948762908522107
K562,0.39990820764380397,0.27152986412838753
K562,0.7213841168006198,0.5631953043188836
K562,0.8394739004466438,0.8764920696738029
K562,0.5609609155826433,0.7440184993478061
K562,0.14931665040769027,0.22569220543370536
K562,0.4399402728137639,0.2880216462818078
K562,0.2623735702776713,0.26268344177487346
K562,0.24884303665901764,0.3098056610334927
K562,0.04834464221571333,0.13293016369534763
K562,0.17268561586575137,0.47403305284375585
K562,0.3167280531777318,0.26361995052446824
K562,0.11459436043001825,0.0635943924326916
K562,0.5936778629416548,0.44116177371117515
K562,0.03598571085049862,0.2274723786290451
K562,0.6090754394119121,0.7179403499816392
K562,0.09078350998866302,0.03771751338401799
K562,0.6927161221227769,0.589842781434857
K562,0.5161473415322018,0.49833544584898726
K562,0.5017751384886814,0.5240904839754279
K562,0.26252060287466383,0.23364964217206857
K562,0.9965457339389333,0.7929930109801602
K562,0.3040717187519454,0.4572698350497143
K562,0.0952571230287198,0.1398118596577142
K562,0.34214623298668656,0.3750519272732604
K562,0.41224900757946537,0.35187703055134034
K562,0.231276554047951,0.1488140934891546
K562,0.4272699227998513,0.16227813142551886
K562,0.7379967589750783,0.4511113962919119
K562,0.8071996488047292,0.5009112130543085
K562,0.5084511700854011,0.2045114183083243
K562,0.5981421221282742,0.5613648939012498
K562,0.6109678191132942,0.6397771016282401
K562,0.11889126812485673,0.18582991276036523
K562,0.20814010336847644,0.26011090133488257
K562,0.24493131235079557,0.2025930084125596
K562,0.48726629665663423,0.4036123492219784
K562,0.36170958441959444,0.4452345665000522
K562,0.5701006974585494,0.5227575940734539
K562,0.3166075723616504,0.30872320579430296
K562,0.8618806119086495,0.5308991043762495
K562,0.8312603284579195,0.7443418832185797
K562,0.4402424667108733,0.3157341085683993
K562,0.12497882442661401,0.0056222776012187226
K562,0.8273335246787206,0.6310952583420598
K562,0.9100939461069877,0.356077546692059
K562,0.4252572065208218,0.4356048955213142
K562,0.8962964503214064,0.7079235830274073
K562,0.2767649444533409,0.19567826875031213
K562,0.27158004743054653,0.21581245398950705
K562,0.32459080221364955,0.49266167240935343
K562,0.19520082227959712,0.62389373266073
K562,0.3521062160588222,0.3489603849759234
K562,0.5699452909201765,0.10887197210452643
K562,0.8998950471892022,0.5417421827799711
K562,0.1537434705304187,0.30116785177951
K562,0.8925860707079997,0.618665825217182
K562,0.4790168643530559,0.4677267428543077
K562,0.7544032149689216,0.5915384746957321
K562,0.34456828969223496,0.3705938751878683
K562,0.5590705574658124,0.11386897065620621
K562,0.6899206109981184,0.4453916749346082
K562,0.5088626138269003,0.3298625748749522
K562,0.9365426823711723,0.5627670272926494
K562,0.44945319428588726,0.5074751472215723
K562,0.3650279582384691,0.15147520943677947
K562,0.013917695823849274,-0.18524610576457012
K562,0.10243902526956028,0.10036361486236704
K562,0.562437059426841,0.3191732973377771
K562,0.9530432231262337,0.6806694834604295
K562,0.5070146686484364,0.2875344026607995
K562,0.9958688657895364,0.6499624690234779
K562,0.5139297423912409,0.36034104152730295
K562,0.3245828574405618,0.55081293233905
K562,0.5878855149060273,0.33612921165081655
K562,0.5535607233033744,0.5534009453360391
RPE1,0.47735649484318043,0.3960078030790457
RPE1,0.41499217609851824,0.546674333082704
RPE1,0.32704476115479997,0.6117043201302795
RPE1,0.8929708990996522,0.6218893615305525
RPE1,0.3426081425159513,0.048407581544613054
RPE1,0.20698481460997364,0.06565104041116673
RPE1,0.7913817396448508,0.3494561837204564
RPE1,0.0229309389155975,0.07944724763865067
RPE1,0.44589982690516916,0.28576192997430705
RPE1,0.7881745256449069,0.6187230920587878
RPE1,0.8333756331170686,0.7613953075953542
RPE1,0.6291010012757868,0.1906725384323903
RPE1,0.38956313073298754,0.36066770588735564
RPE1,0.15696927880306155,0.10357317720193801
RPE1,0.20527891362893147,0.265354897792611
RPE1,0.4837239448385878,0.3335671586877208
RPE1,0.958295697477779,0.7966506543431482
RPE1,0.6966045409179036,0.3456468429564325
RPE1,0.8007857166785385,0.46777612911457217
RPE1,0.29524570403279604,0.2810648076226372
RPE1,0.4312052517798246,0.32163036182828186
RPE1,0.818551080268873,0.5678320225056264
RPE1,0.9436927925465272,0.3966659526216343
RPE1,0.9088359240704614,0.8982764433170861
RPE1,0.26742800398591593,0.2018877169459925
RPE1,0.7015953812080143,0.3587175218280161
RPE1,0.3772520073162384,0.17031666595450026
RPE1,0.9983863288389463,0.6717553131983574
RPE1,0.7256278658996539,0.5469946338455592
RPE1,0.5578090578835805,0.7905609550383015
RPE1,0.3813330412376269,0.5431920224363027
RPE1,0.2748452156333441,0.23220441810082865
RPE1,0.24814503547777556,0.5792483883875579
RPE1,0.5773477205704556,0.7164400103689491
RPE1,0.677145650682818,0.34674780653102527
RPE1,0.0391895904281131,0.5554782657668216
RPE1,0.8723128429645932,0.5374837135263255
RPE1,0.9597115572361877,0.6958788031967962
RPE1,0.8942717039415783,0.8578021665835596
RPE1,0.787335639725043,0.27843111357365763
RPE1,0.796278557207664,0.555716833508089
RPE1,0.377759247066765,0.40257732845363936
RPE1,0.3670635243138275,0.5278876718108889
RPE1,0.7015003212185768,0.5252750224860767
RPE1,0.5577725070366454,0.15404260446696738
RPE1,0.5216293528858401,0.7689519410478494
RPE1,0.731130650620499,0.5477907349824623
RPE1,0.39103879549019605,0.41686372243718545
RPE1,0.23871163144708263,0.024771490951903785
RPE1,0.5831069168032765,0.7102768807414682
RPE1,0.9119959917542505,0.5616766009672667
RPE1,0.8452859146449596,0.4827412348349658
RPE1,0.551909419035327,0.645036282262021
RPE1,0.7231496052696904,0.3080485386304672
RPE1,0.8148811925163735,0.6526101716093629
RPE1,0.9929366717118111,0.559043250886081
RPE1,0.43017462123828976,0.4621194375332402
RPE1,0.3034966731891301,0.4393688910285142
RPE1,0.9508704194988337,0.5772100660761655
RPE1,0.3967432366045961,0.5954248164056185
RPE1,0.5175828440095407,0.4306562221901599
RPE1,0.12297238717808479,0.5530156426885502
RPE1,0.1530368836560958,0.4281661463310662
RPE1,0.7537864093654719,0.5799305968948237
RPE1,0.4369381301951787,0.0031788350626862916
RPE1,0.9601334774320163,0.6921238911548446
RPE1,0.645712613881201,0.28031226223858674
RPE1,0.7192925211185875,0.7368252468195204
RPE1,0.4964071194998567,0.31119459324586196
RPE1,0.4614914664489468,0.4380247944296096
RPE1,0.27076807175625295,0.6322750630980366
RPE1,0.42852961730965433,0.6090195641834573
RPE1,0.49987509720301393,0.25923331901618385
RPE1,0.33997365545726044,0.33394543247582587
RPE1,0.7069259651130924,0.5910334905283459
RPE1,0.00795581558463787,0.40267528970831673
RPE1,0.4969984179702299,0.6397025276913241
RPE1,0.4946224112792327,0.5192797585472608
RPE1,0.9334379025693547,0.7426226390460591
RPE1,0.031040722633432716,0.1607970117130005
RPE1,0.7934569707815385,0.6333015709806613
RPE1,0.924973071500241,0.610502063929234
RPE1,0.0924476918222058,0.34105618502132184
RPE1,0.9062991990886625,0.7373315015659999
RPE1,0.8630158925673534,0.8085625425604326
RPE1,0.7688190125100985,0.7511063254287476
RPE1,0.38452228744812766,0.7065340805665293
RPE1,0.9689013391845618,0.5702860592104042
RPE1,0.4958364210333366,0.04434286109016583
RPE1,0.4032227427493651,0.24644798921199937
RPE1,0.8585858956268387,0.667727334347913
RPE1,0.6835245845933516,0.4779694733268185
RPE1,0.4761094320331617,0.35682033147562475
RPE1,0.4000706680269044,0.2348308110486076
RPE1,0.6408934114321947,0.572911725700919
RPE1,0.33220090177564787,0.03422211862868674
RPE1,0.9017221472082442,0.7416928801660504
RPE1,0.8650499811254809,0.7249888783059576
RPE1,0.8474937056269137,0.79559375774243
RPE1,0.7221155399932949,1.1052800424262421
RPE1,0.597255804449735,0.08300573882490214
RPE1,0.25112055615554496,0.3788781432640076
RPE1,0.5062331497548033,0.5550727126555386
RPE1,0.643535380704444,0.37903332197290207
RPE1,0.5687558193233694,0.42678539419629646
RPE1,0.36586861408698734,0.2636144123479936
RPE1,0.6483200999863272,0.6092150869204637
RPE1,0.27298512485830795,0.5011497177882395
RPE1,0.9096174117401453,0.44574410029329237
RPE1,0.4039817135631806,0.4449618656674127
RPE1,0.743814690178002,0.8009452518368377
RPE1,0.7393903346787433,0.44365092576198
RPE1,0.49825955535004585,-0.004741035517604797
RPE1,0.7016909498563472,0.3815327236178758
RPE1,0.36699645259479163,0.1788183714549356
RPE1,0.7547175438615689,0.41927384174633175
RPE1,0.7775492413837919,0.9070384079685656
RPE1,0.26512827029518105,0.6756748409690001
RPE1,0.557110377480783,0.7249283542996551
RPE1,0.4898780892368314,0.3678613191121829
RPE1,0.8173398752058646,0.8763239395067112
RPE1,0.08091598247594944,-0.18135118017477697
RPE1,0.8379509443764327,0.4285938145187459
RPE1,0.3188652277022179,0.4702772222943495
RPE1,0.15565138462606176,0.13687649869317084
RPE1,0.43713469062958,0.18710992320851613
RPE1,0.7920358204635946,0.652672940691619
RPE1,0.8946523048118163,0.7136408013547278
RPE1,0.7775255586604485,0.667174566319424
RPE1,0.3138715066560507,0.4332396851559942
RPE1,0.5981732998538578,0.5367665706212219
RPE1,0.9157094400439985,0.633854714890442
RPE1,0.11383497719548397,0.22435372049389002
RPE1,0.965640202196868,0.8287410190872643
RPE1,0.22304565179063418,0.3235754624567577
RPE1,0.5200471644306524,0.3553633054900107
RPE1,0.2679580291560212,0.16970504168857267
RPE1,0.32106272184594875,0.3368078908872322
RPE1,0.6620364573580414,0.7549923741552601
RPE1,0.013570088888551601,0.27100771690511
RPE1,0.3178206280655269,0.5768334818790268
RPE1,0.9538696539198517,0.6201498334741536
